cluster	status	loglr	df	p	p.adjust	genes
chr19:clu_19756_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PPP1R12C
chr19:clu_19757_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PPP1R12C
chr19:clu_19758_NA	Success	0.64881926043131	2	0.52266254091357	0.98315381238489	PPP1R12C
chr19:clu_19759_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PPP1R12C
chr19:clu_19760_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TNNT1
chr19:clu_19761_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TNNT1
chr19:clu_19762_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CTD-2587H24.4,DNAAF3
chr19:clu_19763_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CTD-2587H24.4,DNAAF3
chr19:clu_19764_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DNAAF3
chr19:clu_19765_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PTPRH
chr19:clu_19766_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PTPRH
chr19:clu_19767_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CTD-2587H24.10
chr19:clu_19768_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PPP6R1
chr19:clu_19769_NA	Success	0.204551080127949	1	0.522425565429817	0.98315381238489	PPP6R1
chr19:clu_19770_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PPP6R1
chr19:clu_19771_NA	Success	0.511317856781584	1	0.311894625323163	0.98315381238489	PPP6R1
chr19:clu_19772_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PPP6R1
chr19:clu_19773_NA	Success	2.44927796129861	3	0.179377882029274	0.98315381238489	HSPBP1
chr19:clu_19774_NA	Success	2.97157950636003	2	0.0512223403900623	0.947557769203719	HSPBP1
chr19:clu_19775_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	BRSK1
chr19:clu_19776_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SUV420H2
chr19:clu_19777_NA	Not enough valid samples	NA	NA	NA	NA	SUV420H2
chr19:clu_19778_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SUV420H2
chr19:clu_19779_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	COX6B2,CTD-2105E13.6
chr19:clu_19780_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RPL28
chr19:clu_19781_NA	Success	0.0800750028710127	1	0.689018447722451	0.98315381238489	RPL28
chr19:clu_19782_NA	Success	1.30650488377523	3	0.455213330228608	0.98315381238489	RPL28
chr19:clu_19783_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	UBE2S
chr19:clu_19784_NA	Success	3.89461735992745	4	0.099611141661564	0.98315381238489	ISOC2
chr19:clu_19785_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ISOC2
chr19:clu_19786_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF628
chr19:clu_19787_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NAT14
chr19:clu_19788_NA	Not enough valid samples	NA	NA	NA	NA	ZNF579
chr19:clu_19789_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FIZ1
chr19:clu_19790_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FIZ1
chr19:clu_19791_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF524
chr19:clu_19792_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF865
chr19:clu_19793_NA	Success	3.06643555675876	4	0.189442690385119	0.98315381238489	ZNF580,ZNF581,CCDC106
chr19:clu_19794_NA	Success	2.14316100780934	2	0.117283522327174	0.98315381238489	CCDC106
chr19:clu_19795_NA	Success	0.949736397827678	2	0.386842982666154	0.98315381238489	CCDC106
chr19:clu_19796_NA	Success	0.112000499536379	2	0.894043810892838	0.990620301184578	U2AF2
chr19:clu_19797_NA	Success	0.0179749625383465	2	0.982185623485334	0.997732482221445	U2AF2
chr19:clu_19798_NA	Success	0.154095511390494	2	0.857190145678774	0.989141973701193	U2AF2
chr19:clu_19799_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	U2AF2
chr19:clu_19800_NA	Success	0.752300538104123	1	0.219964766180044	0.98315381238489	U2AF2
chr19:clu_19801_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	U2AF2
chr19:clu_19802_NA	Success	3.25795667969169	7	0.480957126046745	0.98315381238489	EPN1
chr19:clu_19803_NA	Success	0.583509876938479	2	0.557936636929424	0.98315381238489	EPN1
chr19:clu_19804_NA	Success	2.06120902951204	2	0.127299967399331	0.98315381238489	EPN1
chr19:clu_19805_NA	Success	2.00140561901208e-08	1	0.999840367022668	0.9999315829047	EPN1
chr19:clu_19806_NA	Success	0.169095382837327	1	0.560875412503701	0.98315381238489	EPN1
chr19:clu_19807_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AC010525.6
chr19:clu_19808_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr19:clu_19809_NA	<=1 sample with coverage>0	NA	NA	NA	NA	NA
chr19:clu_19810_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF787
chr19:clu_19811_NA	Not enough valid samples	NA	NA	NA	NA	ZNF444
chr19:clu_19812_NA	Not enough valid samples	NA	NA	NA	NA	ZNF444
chr19:clu_19813_NA	Success	0.0150673966476234	1	0.862184736850594	0.989141973701193	ZNF444
chr19:clu_19814_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZSCAN5A
chr19:clu_19815_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZSCAN5A
chr19:clu_19816_NA	<=1 sample with coverage>0	NA	NA	NA	NA	ZSCAN5D
chr19:clu_19817_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZSCAN5A
chr19:clu_19818_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZSCAN5A
chr19:clu_19819_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr19:clu_19820_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF542
chr19:clu_19821_NA	Not enough valid samples	NA	NA	NA	NA	ZNF542
chr19:clu_19822_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF542
chr19:clu_19823_NA	Success	1.85226760075187	3	0.295187263986222	0.98315381238489	ZNF542
chr19:clu_19824_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF582
chr19:clu_19825_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF582
chr19:clu_19826_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF582-AS1
chr19:clu_19827_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF582-AS1,ZNF583
chr19:clu_19828_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF583
chr19:clu_19829_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF583
chr19:clu_19830_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF583
chr19:clu_19831_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF667
chr19:clu_19832_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF667
chr19:clu_19833_NA	Success	1.54810100947429	6	0.796679250223751	0.988266649823125	ZNF667-AS1
chr19:clu_19834_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF667-AS1
chr19:clu_19835_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF471
chr19:clu_19836_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF471
chr19:clu_19837_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AC005498.3
chr19:clu_19838_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZFP28
chr19:clu_19839_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZFP28
chr19:clu_19840_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZFP28
chr19:clu_19841_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZFP28
chr19:clu_19842_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF470
chr19:clu_19843_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF470
chr19:clu_19844_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF71
chr19:clu_19845_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF71
chr19:clu_19846_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZIM2,PEG3
chr19:clu_19847_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZIM2,PEG3
chr19:clu_19848_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZIM2,PEG3
chr19:clu_19849_NA	Not enough valid samples	NA	NA	NA	NA	ZNF264
chr19:clu_19850_NA	Success	1.01722026240739	3	0.565289304042471	0.98315381238489	ZNF264,AURKC
chr19:clu_19851_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CTC-444N24.6
chr19:clu_19852_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF460
chr19:clu_19853_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF304
chr19:clu_19854_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF304
chr19:clu_19855_NA	Success	0.823542246142246	2	0.438874297076987	0.98315381238489	TRAPPC2P1,ZNF547
chr19:clu_19856_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF547
chr19:clu_19857_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF548,AC003002.6
chr19:clu_19858_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AC003002.6,ZNF17
chr19:clu_19859_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AC004076.7,ZNF749
chr19:clu_19860_NA	Not enough valid samples	NA	NA	NA	NA	AC004076.9,ZNF772
chr19:clu_19861_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF419
chr19:clu_19862_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF419
chr19:clu_19863_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AC003005.4,ZNF773
chr19:clu_19864_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF773
chr19:clu_19865_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF550
chr19:clu_19866_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF550
chr19:clu_19867_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF416
chr19:clu_19868_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZIK1
chr19:clu_19869_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF530
chr19:clu_19870_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF530
chr19:clu_19871_NA	Not enough valid samples	NA	NA	NA	NA	ZNF134
chr19:clu_19872_NA	Not enough valid samples	NA	NA	NA	NA	ZNF211
chr19:clu_19873_NA	Success	6.81715704452529	12	0.324667112921994	0.98315381238489	ZNF211,ZNF587B,ZNF586,CTD-2583A14.10,ZNF587
chr19:clu_19874_NA	Not enough valid samples	NA	NA	NA	NA	ZNF586
chr19:clu_19875_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF551,AC003006.7
chr19:clu_19876_NA	Not enough valid samples	NA	NA	NA	NA	AC003006.7,ZNF776
chr19:clu_19877_NA	Not enough valid samples	NA	NA	NA	NA	ZNF552
chr19:clu_19878_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF552
chr19:clu_19879_NA	Not enough valid samples	NA	NA	NA	NA	ZNF814,CTD-2583A14.9
chr19:clu_19880_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr19:clu_19881_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF587
chr19:clu_19882_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF417,CTD-2583A14.9
chr19:clu_19883_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF418
chr19:clu_19884_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF418
chr19:clu_19885_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF256
chr19:clu_19886_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	C19orf18
chr19:clu_19887_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	C19orf18
chr19:clu_19888_NA	Not enough valid samples	NA	NA	NA	NA	ZNF606,C19orf18
chr19:clu_19889_NA	Not enough valid samples	NA	NA	NA	NA	ZNF606
chr19:clu_19890_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF606
chr19:clu_19891_NA	<=1 sample with coverage>0	NA	NA	NA	NA	CTD-2368P22.1
chr19:clu_19892_NA	Success	0.762712649787289	1	0.216800326259417	0.98315381238489	ZSCAN18
chr19:clu_19893_NA	Success	0.154004560620791	2	0.85726811132777	0.989141973701193	ZSCAN18
chr19:clu_19894_NA	Not enough valid samples	NA	NA	NA	NA	ZSCAN18
chr19:clu_19895_NA	Not enough valid samples	NA	NA	NA	NA	ZNF329
chr19:clu_19896_NA	Success	0.607655213380326	4	0.875571480578108	0.990620301184578	ZNF274
chr19:clu_19897_NA	Success	0.180997836415401	1	0.547399973589493	0.98315381238489	ZNF274
chr19:clu_19898_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF544
chr19:clu_19899_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ZNF544
chr19:clu_19900_NA	Not enough valid samples	NA	NA	NA	NA	ZNF544
chr19:clu_19901_NA	Success	0.0301988663975408	1	0.805868408458515	0.989141973701193	ZNF544
chr19:clu_19902_NA	Success	2.51875838196747	8	0.753558866333233	0.986897708989432	ZNF544,CTD-3138B18.4,ZNF8,AC010642.1
chr19:clu_19903_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CTD-3138B18.5
chr19:clu_19904_NA	Success	0.43063670238223	2	0.65009504585998	0.98315381238489	AC010642.1,ERVK3-1
chr19:clu_19905_NA	Success	2.29110959649267	4	0.332909424265041	0.98315381238489	ERVK3-1,AC010642.1
chr19:clu_19906_NA	Success	0.231658769303408	3	0.926873232143516	0.991159333564393	NA
chr19:clu_19907_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZSCAN22
chr19:clu_19908_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZSCAN22
chr19:clu_19909_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	A1BG-AS1
chr19:clu_19910_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CTD-2619J13.8,ZNF497
chr19:clu_19911_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF837
chr19:clu_19912_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr19:clu_19913_NA	Success	1.33360561811605	2	0.263525374396777	0.98315381238489	RPS5
chr19:clu_19914_NA	Success	3.71812038627752	6	0.282379308525216	0.98315381238489	ZNF584
chr19:clu_19915_NA	Not enough valid samples	NA	NA	NA	NA	ZNF584
chr19:clu_19916_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr19:clu_19917_NA	Not enough valid samples	NA	NA	NA	NA	ZNF446
chr19:clu_19918_NA	Success	0.188093798191872	2	0.828536988316388	0.989141973701193	ZNF446
chr19:clu_19919_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ZNF446
chr19:clu_19920_NA	Success	0.530824899148342	5	0.957441613026908	0.994014372578649	SLC27A5
chr19:clu_19921_NA	Success	0.00021005847158051	1	0.98364710110399	0.998089900382586	NA
chr19:clu_19922_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr19:clu_19923_NA	Not enough valid samples	NA	NA	NA	NA	ZBTB45
chr19:clu_19924_NA	Success	0.00479084419112041	1	0.922022738344322	0.991159333564393	TRIM28
chr19:clu_19925_NA	Success	0.00426172250393364	1	0.926441807985666	0.991159333564393	TRIM28
chr19:clu_19926_NA	Success	0.365166934403732	2	0.694080775246076	0.98315381238489	TRIM28
chr19:clu_19927_NA	Success	1.50221897570111	4	0.557082994633599	0.98315381238489	CHMP2A
chr19:clu_19928_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	UBE2M
chr19:clu_19929_NA	Success	0.109407936171891	2	0.896364683327673	0.990620301184578	UBE2M
chr19:clu_19930_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MZF1
chr19:clu_19931_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AC016629.8
chr19:clu_19932_NA	Not enough valid samples	NA	NA	NA	NA	MZF1
chr19:clu_19933_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MZF1
chr19:clu_19934_NA	Success	5.59727273500511	8	0.190917779085878	0.98315381238489	RPL23AP79,AC016629.7
chr2:clu_26389_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FAM110C
chr2:clu_26390_NA	Not enough valid samples	NA	NA	NA	NA	SH3YL1
chr2:clu_26391_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SH3YL1
chr2:clu_26392_NA	Success	0.0899268288158623	2	0.913998061144938	0.991159333564393	SH3YL1
chr2:clu_26393_NA	Not enough valid samples	NA	NA	NA	NA	SH3YL1
chr2:clu_26394_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SH3YL1
chr2:clu_26395_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ACP1
chr2:clu_26396_NA	Success	2.81459211589038	2	0.0599291579068127	0.962396177978357	ACP1
chr2:clu_26397_NA	Success	1.69772157742295	3	0.334578110668714	0.98315381238489	ACP1
chr2:clu_26398_NA	Success	0.211550841935448	2	0.809328132198037	0.989141973701193	TMEM18
chr2:clu_26399_NA	Success	0.105625542420185	1	0.645788578884043	0.98315381238489	PXDN
chr2:clu_26400_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PXDN
chr2:clu_26401_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PXDN
chr2:clu_26402_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PXDN
chr2:clu_26403_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PXDN
chr2:clu_26404_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TSSC1
chr2:clu_26405_NA	Success	1.20037917731281	4	0.662490223325178	0.98315381238489	TSSC1
chr2:clu_26406_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TSSC1
chr2:clu_26407_NA	Success	1.32791827457862	1	0.103170466993928	0.98315381238489	TSSC1
chr2:clu_26408_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TRAPPC12
chr2:clu_26409_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TRAPPC12
chr2:clu_26410_NA	Not enough valid samples	NA	NA	NA	NA	TRAPPC12
chr2:clu_26411_NA	Success	1.46598639078326	3	0.40223299361068	0.98315381238489	TRAPPC12
chr2:clu_26412_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TRAPPC12
chr2:clu_26413_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TRAPPC12
chr2:clu_26414_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRAPPC12
chr2:clu_26415_NA	Success	0.51290655478897	2	0.598752739567758	0.98315381238489	ADI1
chr2:clu_26416_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ADI1
chr2:clu_26417_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AC108488.4
chr2:clu_26418_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AC108488.4
chr2:clu_26419_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RP13-512J5.1,RNASEH1
chr2:clu_26420_NA	Not enough valid samples	NA	NA	NA	NA	RNASEH1
chr2:clu_26421_NA	Not enough valid samples	NA	NA	NA	NA	RNASEH1
chr2:clu_26422_NA	Not enough valid samples	NA	NA	NA	NA	AC108488.3
chr2:clu_26423_NA	Success	1.99087253745458	2	0.136576205586413	0.98315381238489	RPS7
chr2:clu_26424_NA	Success	0.383291758010813	1	0.381276048496796	0.98315381238489	RPS7
chr2:clu_26425_NA	Success	0.00510079804173103	1	0.919548117706152	0.991159333564393	RPS7
chr2:clu_26426_NA	<=1 sample with coverage>0	NA	NA	NA	NA	RNF144A-AS1
chr2:clu_26427_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RNF144A
chr2:clu_26428_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	AC011747.7
chr2:clu_26429_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ID2
chr2:clu_26430_NA	Success	1.09155197914993	1	0.139532801735641	0.98315381238489	KIDINS220
chr2:clu_26431_NA	Success	0.550307256636842	2	0.576772565953281	0.98315381238489	KIDINS220
chr2:clu_26432_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KIDINS220
chr2:clu_26433_NA	Not enough valid samples	NA	NA	NA	NA	KIDINS220
chr2:clu_26434_NA	Success	2.66506134168122	2	0.0695950843228528	0.968904086483716	MBOAT2
chr2:clu_26435_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MBOAT2
chr2:clu_26436_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MBOAT2
chr2:clu_26437_NA	Success	3.37863005968768	6	0.343880231218163	0.98315381238489	MBOAT2
chr2:clu_26438_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ASAP2
chr2:clu_26439_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ASAP2
chr2:clu_26440_NA	Not enough valid samples	NA	NA	NA	NA	ASAP2
chr2:clu_26441_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ASAP2
chr2:clu_26442_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ASAP2
chr2:clu_26443_NA	Not enough valid samples	NA	NA	NA	NA	ASAP2
chr2:clu_26444_NA	Success	1.48428053529415	4	0.563100341258786	0.98315381238489	ITGB1BP1
chr2:clu_26445_NA	Success	0.0128440859104835	1	0.87266421500026	0.990182096688689	ITGB1BP1
chr2:clu_26446_NA	Success	3.45195560940829	7	0.438952783416688	0.98315381238489	ITGB1BP1
chr2:clu_26447_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CPSF3
chr2:clu_26448_NA	Success	1.1216056563544	2	0.325756321768712	0.98315381238489	IAH1
chr2:clu_26449_NA	Success	0.233380040661388	2	0.791852580154794	0.988027188685416	ADAM17
chr2:clu_26450_NA	Not enough valid samples	NA	NA	NA	NA	ADAM17
chr2:clu_26451_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ADAM17
chr2:clu_26452_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr2:clu_26453_NA	Success	0.0392405638370477	1	0.779366389143822	0.986897708989432	YWHAQ
chr2:clu_26454_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TAF1B
chr2:clu_26455_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TAF1B
chr2:clu_26456_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TAF1B
chr2:clu_26457_NA	Not enough valid samples	NA	NA	NA	NA	TAF1B
chr2:clu_26458_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TAF1B
chr2:clu_26459_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GRHL1
chr2:clu_26460_NA	Not enough valid samples	NA	NA	NA	NA	GRHL1
chr2:clu_26461_NA	Success	0.464388398207987	1	0.335180975595957	0.98315381238489	GRHL1
chr2:clu_26462_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	GRHL1
chr2:clu_26463_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr2:clu_26464_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KLF11
chr2:clu_26465_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KLF11
chr2:clu_26466_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RRM2,C2orf48
chr2:clu_26467_NA	Success	1.19993650142487	4	0.66265021681223	0.98315381238489	HPCAL1
chr2:clu_26468_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	HPCAL1
chr2:clu_26469_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ODC1
chr2:clu_26470_NA	Success	2.50939350198178	2	0.0813175432168063	0.98315381238489	ODC1
chr2:clu_26471_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NOL10
chr2:clu_26472_NA	Success	0.0457445905485088	1	0.76229243858358	0.986897708989432	NOL10
chr2:clu_26473_NA	Success	1.38918974397689	4	0.595570532467371	0.98315381238489	NOL10
chr2:clu_26474_NA	Success	0.0611476628530454	1	0.726558235055837	0.984653379360447	NOL10
chr2:clu_26475_NA	Success	0.251989996130789	1	0.477756548806531	0.98315381238489	PDIA6
chr2:clu_26476_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PDIA6
chr2:clu_26477_NA	Success	0.0990765027709415	2	0.905673418847065	0.990852215969193	PDIA6
chr2:clu_26478_NA	Success	2.12486620741066	5	0.514049078836999	0.98315381238489	PQLC3
